NFR,Sector,Table,Type,Technology,Fuel,Abatement,Region,Pollutant,Value,Unit,CI_lower,CI_upper,Reference
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_26,Tier 2 emission factor,Stage IV,Diesel,,NA,BC,78,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,NH3,3,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,N2O,17,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,PM10,157,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,NMVOC,18893,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,NH3,4,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,BC,188,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_19,Tier 2 emission factor,< 1981,Diesel,,NA,CO,20690,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_08,Tier 1 emission factor,NA,Gasoline,,NA,Benzo(a)pyrene,40,µg/kg fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_08,Tier 1 emission factor,NA,Gasoline,,NA,Cu,1.7,0,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_07,Tier 1 emission factor,NA,Gasoline: two-stroke,,NA,TSP,3762,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_06,Tier 1 emission factor,NA,Gasoline: four-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_04,Tier 1 emission factor,NA,Diesel,,NA,Cd,0.01,mg/kg fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_03,Tier 1 emission factor,NA,Diesel,,NA,TSP,2104,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_05,Tier 1 emission factor,NA,LPG,,NA,PM2.5,225,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-1_05,Tier 1 emission factor,NA,LPG,,NA,PM10,225,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,N2O,136,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,TSP,1034,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,NH3,8,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,CO,7135,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,CH4,39,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_23,Tier 2 emission factor,Stage II,Diesel,,NA,BC,825,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,PM2.5,98,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,NMVOC,625,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,CO,6445,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,BC,78,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,TSP,950,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_24,Tier 2 emission factor,Stage IIIA,Diesel,,NA,NOx,15653,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_25,Tier 2 emission factor,Stage IIIB,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,PM10,4308,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_20,Tier 2 emission factor,1981-1990,Diesel,,NA,BC,2369,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_22,Tier 2 emission factor,Stage I,Diesel,,NA,CO2,3160,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_22,Tier 2 emission factor,Stage I,Diesel,,NA,CO,6639,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_21,Tier 2 emission factor,1991-Stage I,Diesel,,NA,N2O,135,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_22,Tier 2 emission factor,Stage I,Diesel,,NA,NOx,31077,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_43,Tier 2 emission factor,Stage IIIB,Gasoline: four-stroke,,NA,NOx,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_42,Tier 2 emission factor,Stage IIIA,Gasoline: four-stroke,,NA,PM2.5,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_42,Tier 2 emission factor,Stage IIIA,Gasoline: four-stroke,,NA,NMVOC,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_42,Tier 2 emission factor,Stage IIIA,Gasoline: four-stroke,,NA,N2O,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_43,Tier 2 emission factor,Stage IIIB,Gasoline: four-stroke,,NA,CO,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,TSP,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,PM2.5,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,PM10,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,NOx,5354,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,NH3,4,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_43,Tier 2 emission factor,Stage IIIB,Gasoline: four-stroke,,NA,TSP,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,CH4,468,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_44,Tier 2 emission factor,Stage IV,Gasoline: four-stroke,,NA,N2O,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_44,Tier 2 emission factor,Stage IV,Gasoline: four-stroke,,NA,CO,,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_45,Tier 2 emission factor,Stage V,Gasoline: four-stroke,,NA,CO,778282,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_39,Tier 2 emission factor,1991-Stage I,Gasoline: four-stroke,,NA,CO2,3197,kg/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,PM10,147,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_38,Tier 2 emission factor,1981-1990,Gasoline: four-stroke,,NA,NOx,5743,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_41,Tier 2 emission factor,Stage II,Gasoline: four-stroke,,NA,TSP,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_40,Tier 2 emission factor,Stage I,Gasoline: four-stroke,,NA,TSP,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_40,Tier 2 emission factor,Stage I,Gasoline: four-stroke,,NA,NMVOC,18469,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_40,Tier 2 emission factor,Stage I,Gasoline: four-stroke,,NA,PM10,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_41,Tier 2 emission factor,Stage II,Gasoline: four-stroke,,NA,BC,8,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_41,Tier 2 emission factor,Stage II,Gasoline: four-stroke,,NA,CO,804157,g/tonnes fuel,,,Winther 2016
1.A.2.g.vii,Mobile combustion in manufacturing industries and construction: Other (Please specify in your IIR),Table_3-2_40,Tier 2 emission factor,Stage I,Gasoline: four-stroke,,NA,PM2.5,159,g/tonnes fuel,,,Winther 2016
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,Pb,0.08,mg/GJ,0.04,0.16,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,SOx,47,g/GJ,28,66,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Cu,0.0026,mg/GJ,0.0013,0.0051,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,PM2.5,0.78,g/GJ,0.47,1.09,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Se,0.058,mg/GJ,0.015,0.058,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,PCDD/F,0.52,ng I-TEQ/GJ,0.25,1.3,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(k)fluoranthene,5,mg/GJ,2,10,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Ni,2,mg/GJ,0.5,16,"Hedberg et al. (2002), Struschka et al. (2008), Lamberg et al. (2011)"
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-5,Tier 1 emission factor,NA,Biomass,,NA,Benzo(b)fluoranthene,16,mg/GJ,8,32,Boman et al. (2011); Johansson et al. (2004) 
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,SOx,0.67,g/GJ,0.4,0.94,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,Benzo(k)fluoranthene,1.1,µg/GJ,0.3,2.8,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-4,Tier 1 emission factor,NA,'Other' Liquid Fuels,,NA,PCDD/F,1.4,ng I-TEQ/GJ,0.3,7.1,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-23,Tier 2 emission factor,Lime,Coal/gas/oil,,NA,NOx,1369,g/tonne,150,12500,European Commission (2010)
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-22,Tier 2 emission factor,Plaster (gysum) manufacture,Gas/Oil,,NA,NOx,1060,g/tonne,800,1400,US EPA (1990)
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-24,Tier 2 emission factor,Cement manufacture,Coal/pet. Coke/gas/oil/recovered wastes,,NA,NOx,1241,g/te clinker,330,4670,European Commission (2010)
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-24,Tier 2 emission factor,Cement manufacture,Coal/pet. Coke/gas/oil/recovered wastes,,NA,NMVOC,18,g/te clinker,2.3,138,European Commission (2010)
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-3,Tier 1 emission factor,NA,Gaseous Fuels,,NA,BC,4,% of PM2.5,2.1,7,See note in Guidebook chapter
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,NOx,173,g/GJ,150,200,Guidebook (2006) chapter B316
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,SOx,900,g/GJ,450,1000,Guidebook (2006) chapter B316
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,Hg,7.9,mg/GJ,5,10,Guidebook (2006) chapter B316
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,PM10,117,g/GJ,60,240,Guidebook (2006) chapter B316
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-29,Tier 2 emission factor,Fine ceramic,Gas/oil/coal,,NA,SOx,247,g/tonne,210,290,RIVA (1992)
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-2,Tier 1 emission factor,NA,Solid Fuels,,NA,TSP,124,g/GJ,70,250,Guidebook (2006) chapter B316
1.A.2.g.viii,Stationary combustion in manufacturing industries and construction (Please specify in your IIR),Table_3-25,Tier 2 emission factor,Asphalt,Gas/Oil,,NA,NOx,35.6,g/tonne,12.5,60,"US EPA (2004), chapter 11.1"
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-t,Tier 2 Emission Factor,B772_BOEING_Jet_8GE100_2,Jet Gasoline and Aviation Gasoline,,,H2O,2959.88,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-u,Tier 2 Emission Factor,B773_BOEING_Jet_2RR027_2,Jet Gasoline and Aviation Gasoline,,,SOx,2.15,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-u,Tier 2 Emission Factor,B773_BOEING_Jet_2RR027_2,Jet Gasoline and Aviation Gasoline,,,CO2,8072.95,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-u,Tier 2 Emission Factor,B773_BOEING_Jet_2RR027_2,Jet Gasoline and Aviation Gasoline,,,NOx,52.8,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-v,Tier 2 Emission Factor,B77W_BOEING_Jet_7GE099_2,Jet Gasoline and Aviation Gasoline,,,CO2,9736.15,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-u,Tier 2 Emission Factor,B773_BOEING_Jet_2RR027_2,Jet Gasoline and Aviation Gasoline,,,Fuel use for LTO,2562.84,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-t,Tier 2 Emission Factor,B772_BOEING_Jet_8GE100_2,Jet Gasoline and Aviation Gasoline,,,TSP,0.16,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-p,Tier 2 Emission Factor,B752_BOEING_Jet_5RR038_2,Jet Gasoline and Aviation Gasoline,,,H2O,1676,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-q,Tier 2 Emission Factor,B753_BOEING_Jet_5RR039_2,Jet Gasoline and Aviation Gasoline,,,H2O,1800.28,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-r,Tier 2 Emission Factor,B762_BOEING_Jet_1GE012_2,Jet Gasoline and Aviation Gasoline,,,SOx,1.23,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-r,Tier 2 Emission Factor,B762_BOEING_Jet_1GE012_2,Jet Gasoline and Aviation Gasoline,,,H2O,1799.07,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-r,Tier 2 Emission Factor,B762_BOEING_Jet_1GE012_2,Jet Gasoline and Aviation Gasoline,,,TSP,0.16,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-q,Tier 2 Emission Factor,B753_BOEING_Jet_5RR039_2,Jet Gasoline and Aviation Gasoline,,,Fuel use for LTO,1463.64,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-ab,Tier 2 Emission Factor,MD11_MCDONNELL DOUGLAS_Jet_2GE049_3,Jet Gasoline and Aviation Gasoline,,,CO,18.28,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-z,Tier 2 Emission Factor,E175_EMBRAER_Jet_8GE108_2,Jet Gasoline and Aviation Gasoline,,,CO,4.11,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-aa,Tier 2 Emission Factor,F27_FOKKER_Turboprop_Turboprop_2,Jet Gasoline and Aviation Gasoline,,,CO,18.65,kg/LTO,,,EUROCONTROL 2016
1.A.3.a.i.(i),International aviation (LTO),Table_3-4-ab,Tier 2 Emission Factor,MD11_MCDONNELL DOUGLAS_Jet_2GE049_3,Jet Gasoline and Aviation Gasoline,,,Fuel use for LTO,2627.91,kg/LTO,,,EUROCONTROL 2016
